,x_spot,y_spot,new_x_spot,new_y_spot,pixel_x_spot,pixel_y_spot,selected,sp_loc,pixel_x_meta,pixel_y_meta,label,sp_loc_decimals_meta
28x15,28,15,27.959,14.928,7840.86,4037.07,1,28x15,3369.875,2500.73505882353,invasive cancer,27.959x14.928
28x16,28,16,27.953,15.928,7839.11,4326.92,1,28x16,3369.125,2376.14682352941,invasive cancer,27.953x15.928
28x17,28,17,27.955,16.94,7839.69,4620.26,1,28x17,3369.375,2250.06352941176,invasive cancer,27.955x16.94
28x18,28,18,27.958,17.965,7840.57,4917.36,1,28x18,3369.75,2122.36058823529,invasive cancer,27.958x17.965
28x19,28,19,27.963,18.969,7842.02,5208.37,1,28x19,3370.375,1997.274,invasive cancer,27.963x18.969
28x20,28,20,27.966,19.958,7842.89,5495.03,1,28x20,3370.75,1874.05623529412,invasive cancer,27.966x19.958
28x21,28,21,27.957,20.955,7840.27,5784.02,1,28x21,3369.625,1749.84176470588,invasive cancer,27.957x20.955
28x22,28,22,27.945,21.977,7836.78,6080.25,1,28x22,3368.125,1622.51258823529,invasive cancer,27.945x21.977
28x23,28,23,27.963,22.951,7842.02,6362.56,1,28x23,3370.375,1501.16364705882,invasive cancer,27.963x22.951
28x24,28,24,27.959,23.989,7840.86,6663.43,1,28x24,3369.875,1371.84105882353,invasive cancer,27.959x23.989
28x25,28,25,27.977,25.0,7846.09,6956.47,1,28x25,3372.125,1245.88235294118,invasive cancer,27.977x25.0
28x26,28,26,27.988,25.981,7849.29,7240.82,1,28x26,3373.5,1123.66129411765,invasive cancer,27.988x25.981
28x27,28,27,27.961,27.007,7841.44,7538.21,1,28x27,3370.125,995.833764705882,invasive cancer,27.961x27.007
28x28,28,28,27.966,28.015,7842.89,7830.38,1,28x28,3370.75,870.248823529411,invasive cancer,27.966x28.015
28x29,28,29,27.958,29.017,7840.57,8120.81,1,28x29,3369.75,745.411411764706,invasive cancer,27.958x29.017
29x10,29,10,28.977,9.961,8136.94,2597.37,1,29x10,3497.125,3119.56482352941,undetermined,28.977x9.961
29x11,29,11,28.959,10.927,8131.7,2877.37,1,29x11,3494.875,2999.21258823529,invasive cancer,28.959x10.927
29x12,29,12,28.993,11.958,8141.59,3176.21,1,29x12,3499.125,2870.76211764706,invasive cancer,28.993x11.958
29x13,29,13,28.983,12.925,8138.68,3456.5,1,29x13,3497.875,2750.28529411765,invasive cancer,28.983x12.925
29x14,29,14,29.006,13.926,8145.37,3746.64,1,29x14,3500.75,2625.57247058824,invasive cancer,29.006x13.926
29x15,29,15,28.986,14.942,8139.55,4041.13,1,29x15,3498.25,2498.99082352941,invasive cancer,28.986x14.942
29x16,29,16,28.996,15.948,8142.46,4332.72,1,29x16,3499.5,2373.65505882353,invasive cancer,28.996x15.948
29x17,29,17,28.997,16.963,8142.75,4626.92,1,29x17,3499.625,2247.198,invasive cancer,28.997x16.963
29x18,29,18,28.985,17.99,8139.26,4924.6,1,29x18,3498.125,2119.24588235294,invasive cancer,28.985x17.99
29x19,29,19,28.987,18.964,8139.84,5206.92,1,29x19,3498.375,1997.89694117647,invasive cancer,28.987x18.964
29x20,29,20,28.995,19.966,8142.17,5497.35,1,29x20,3499.375,1873.05952941176,invasive cancer,28.995x19.966
29x21,29,21,28.987,20.977,8139.84,5790.39,1,29x21,3498.375,1747.10082352941,invasive cancer,28.987x20.977
29x22,29,22,29.005,21.968,8145.08,6077.64,1,29x22,3500.625,1623.63388235294,invasive cancer,29.005x21.968
29x23,29,23,29.002,22.968,8144.21,6367.49,1,29x23,3500.25,1499.04564705882,invasive cancer,29.002x22.968
29x24,29,24,28.992,23.998,8141.3,6666.04,1,29x24,3499.0,1370.71976470588,invasive cancer,28.992x23.998
29x25,29,25,28.985,24.997,8139.26,6955.6,1,29x25,3498.125,1246.25611764706,invasive cancer,28.985x24.997
29x26,29,26,29.001,26.004,8143.92,7247.48,1,29x26,3500.125,1120.79576470588,invasive cancer,29.001x26.004
29x27,29,27,29.001,27.013,8143.92,7539.94,1,29x27,3500.125,995.086235294117,invasive cancer,29.001x27.013
29x28,29,28,29.003,28.017,8144.5,7830.96,1,29x28,3500.375,869.999647058823,invasive cancer,29.003x28.017
29x29,29,29,28.995,29.028,8142.17,8124.0,1,29x29,3499.375,744.040941176471,invasive cancer,28.995x29.028
30x11,30,11,29.973,10.919,8426.62,2875.05,1,30x11,3621.625,3000.20929411765,invasive cancer,29.973x10.919
30x12,30,12,30.019,11.936,8439.99,3169.83,1,30x12,3627.375,2873.50305882353,invasive cancer,30.019x11.936
30x13,30,13,29.978,12.939,8428.07,3460.55,1,30x13,3622.25,2748.54105882353,invasive cancer,29.978x12.939
30x14,30,14,29.975,13.917,8427.2,3744.03,1,30x14,3621.875,2626.69376470588,invasive cancer,29.975x13.917
30x15,30,15,29.972,14.899,8426.33,4028.67,1,30x15,3621.5,2504.34811764706,invasive cancer,29.972x14.899
30x16,30,16,29.998,15.956,8433.89,4335.04,1,30x16,3624.75,2372.65835294118,invasive cancer,29.998x15.956
30x17,30,17,30.001,16.962,8434.76,4626.63,1,30x17,3625.125,2247.32258823529,invasive cancer,30.001x16.962
30x18,30,18,29.977,17.978,8427.78,4921.12,1,30x18,3622.125,2120.74094117647,invasive cancer,29.977x17.978
30x19,30,19,29.966,18.938,8424.58,5199.38,1,30x19,3620.75,2001.13623529412,invasive cancer,29.966x18.938
30x20,30,20,29.976,19.937,8427.49,5488.95,1,30x20,3622.0,1876.67258823529,invasive cancer,29.976x19.937
30x21,30,21,29.992,20.965,8432.14,5786.91,1,30x21,3624.0,1748.59588235294,invasive cancer,29.992x20.965
30x23,30,23,29.985,22.968,8430.11,6367.49,1,30x23,3623.125,1499.04564705882,invasive cancer,29.985x22.968
30x24,30,24,29.999,23.996,8434.18,6665.46,1,30x24,3624.875,1370.96894117647,invasive cancer,29.999x23.996
30x25,30,25,30.012,24.991,8437.96,6953.86,1,30x25,3626.5,1247.00364705882,invasive cancer,30.012x24.991
30x26,30,26,30.002,25.99,8435.05,7243.43,1,30x26,3625.25,1122.54,invasive cancer,30.002x25.99
30x27,30,27,29.981,26.984,8428.94,7531.54,1,30x27,3622.625,998.699294117647,invasive cancer,29.981x26.984
30x28,30,28,29.984,27.984,8429.82,7821.39,1,30x28,3623.0,874.111058823529,invasive cancer,29.984x27.984
30x29,30,29,30.01,28.997,8437.38,8115.01,1,30x29,3626.25,747.903176470588,invasive cancer,30.01x28.997
31x11,31,11,31.074,10.939,8746.83,2880.85,1,31x11,3759.25,2997.71752941176,invasive cancer,31.074x10.939
31x12,31,12,31.057,11.901,8741.89,3159.69,1,31x12,3757.125,2877.86364705882,invasive cancer,31.057x11.901
31x13,31,13,31.063,12.902,8743.64,3449.83,1,31x13,3757.875,2753.15082352941,invasive cancer,31.063x12.902
31x14,31,14,31.063,13.876,8743.64,3732.15,1,31x14,3757.875,2631.80188235294,invasive cancer,31.063x13.876
31x15,31,15,31.059,14.886,8742.47,4024.9,1,31x15,3757.375,2505.96776470588,invasive cancer,31.059x14.886
31x16,31,16,31.085,15.949,8750.03,4333.01,1,31x16,3760.625,2373.53047058824,invasive cancer,31.085x15.949
31x17,31,17,31.093,16.922,8752.36,4615.04,1,31x17,3761.625,2252.30611764706,invasive cancer,31.093x16.922
31x18,31,18,31.061,17.926,8743.05,4906.05,1,31x18,3757.625,2127.21952941177,invasive cancer,31.061x17.926
31x19,31,19,31.065,18.936,8744.22,5198.8,1,31x19,3758.125,2001.38541176471,invasive cancer,31.065x18.936
31x20,31,20,31.079,19.946,8748.29,5491.55,1,31x20,3759.875,1875.55129411765,invasive cancer,31.079x19.946
31x21,31,21,31.06,20.946,8742.76,5781.41,1,31x21,3757.5,1750.96305882353,invasive cancer,31.06x20.946
31x22,31,22,31.027,21.934,8733.17,6067.78,1,31x22,3753.375,1627.86988235294,invasive cancer,31.027x21.934
31x23,31,23,31.059,22.961,8742.47,6365.46,1,31x23,3757.375,1499.91776470588,invasive cancer,31.059x22.961
31x24,31,24,31.066,23.971,8744.51,6658.21,1,31x24,3758.25,1374.08364705882,invasive cancer,31.066x23.971
31x25,31,25,31.078,24.952,8748.0,6942.56,1,31x25,3759.75,1251.86258823529,invasive cancer,31.078x24.952
3x10,3,10,2.932,10.028,561.91,2616.79,1,3x10,241.5,3111.21741176471,invasive cancer,2.932x10.028
3x11,3,11,2.955,11.017,568.6,2903.46,1,3x11,244.375,2987.99964705882,invasive cancer,2.955x11.017
3x12,3,12,3.041,12.009,593.61,3190.99,1,3x12,255.125,2864.40811764706,invasive cancer,3.041x12.009
3x13,3,13,2.905,12.976,554.06,3471.28,1,3x13,238.125,2743.93129411765,invasive cancer,2.905x12.976
4x10,4,10,3.931,10.0,852.46,2608.68,1,4x10,366.375,3114.70588235294,invasive cancer,3.931x10.0
4x11,4,11,3.914,10.995,847.52,2897.08,1,4x11,364.25,2990.74058823529,invasive cancer,3.914x10.995
4x12,4,12,3.905,11.98,844.9,3182.59,1,4x12,363.125,2868.02117647059,invasive cancer,3.905x11.98
4x13,4,13,3.928,12.991,851.59,3475.63,1,4x13,366.0,2742.06247058824,invasive cancer,3.928x12.991
4x14,4,14,3.927,13.992,851.3,3765.77,1,4x14,365.875,2617.34964705882,invasive cancer,3.927x13.992
4x15,4,15,3.937,15.017,854.21,4062.87,1,4x15,367.125,2489.64670588235,invasive cancer,3.937x15.017
4x16,4,16,3.933,16.006,853.04,4349.53,1,4x16,366.625,2366.42894117647,invasive cancer,3.933x16.006
4x17,4,17,3.941,17.022,855.37,4644.02,1,4x17,367.625,2239.84729411765,invasive cancer,3.941x17.022
4x6,4,6,3.898,5.982,842.87,1444.05,1,4x6,362.25,3615.30141176471,invasive cancer,3.898x5.982
4x7,4,7,3.941,7.035,855.37,1749.26,1,4x7,367.625,3484.11,invasive cancer,3.941x7.035
4x8,4,8,3.934,8.02,853.34,2034.77,1,4x8,366.75,3361.39058823529,invasive cancer,3.934x8.02
4x9,4,9,3.911,8.988,846.65,2315.35,1,4x9,363.875,3240.78917647059,invasive cancer,3.911x8.988
5x10,5,10,4.921,9.988,1140.4,2605.2,1,5x10,490.125,3116.20094117647,invasive cancer,4.921x9.988
5x11,5,11,4.914,10.975,1138.36,2891.28,1,5x11,489.25,2993.23235294118,invasive cancer,4.914x10.975
5x12,5,12,4.934,12.003,1144.18,3189.25,1,5x12,491.75,2865.15564705882,invasive cancer,4.934x12.003
5x13,5,13,4.942,13.004,1146.51,3479.39,1,5x13,492.75,2740.44282352941,invasive cancer,4.942x13.004
5x14,5,14,4.936,13.994,1144.76,3766.35,1,5x14,492.0,2617.10047058824,invasive cancer,4.936x13.994
5x15,5,15,4.95,15.046,1148.83,4071.27,1,5x15,493.75,2486.03364705882,invasive cancer,4.95x15.046
5x16,5,16,4.94,16.025,1145.92,4355.04,1,5x16,492.5,2364.06176470588,invasive cancer,4.94x16.025
5x17,5,17,4.952,17.028,1149.41,4645.76,1,5x17,494.0,2239.09976470588,invasive cancer,4.952x17.028
5x18,5,18,4.925,18.036,1141.56,4937.93,1,5x18,490.625,2113.51482352941,invasive cancer,4.925x18.036
5x19,5,19,4.924,19.024,1141.27,5224.31,1,5x19,490.5,1990.42164705882,invasive cancer,4.924x19.024
5x20,5,20,4.947,20.053,1147.96,5522.57,1,5x20,493.375,1862.22035294118,invasive cancer,4.947x20.053
5x21,5,21,4.935,21.042,1144.47,5809.23,1,5x21,491.875,1739.00258823529,invasive cancer,4.935x21.042
5x6,5,6,4.935,6.056,1144.47,1465.5,1,5x6,491.875,3606.08188235294,invasive cancer,4.935x6.056
5x7,5,7,4.973,7.057,1155.52,1755.64,1,5x7,496.625,3481.36905882353,invasive cancer,4.973x7.057
5x8,5,8,4.933,8.017,1143.89,2033.9,1,5x8,491.625,3361.76435294118,invasive cancer,4.933x8.017
5x9,5,9,4.915,8.999,1138.65,2318.53,1,5x9,489.375,3239.41870588235,invasive cancer,4.915x8.999
6x10,6,10,5.886,9.975,1421.06,2601.43,1,6x10,610.75,3117.82058823529,undetermined,5.886x9.975
6x11,6,11,5.885,10.974,1420.77,2890.99,1,6x11,610.625,2993.35694117647,invasive cancer,5.885x10.974
6x12,6,12,5.875,11.996,1417.86,3187.22,1,6x12,609.375,2866.02776470588,invasive cancer,5.875x11.996
6x13,6,13,5.891,13.0,1422.52,3478.24,1,6x13,611.375,2740.94117647059,invasive cancer,5.891x13.0
6x14,6,14,5.907,13.992,1427.17,3765.77,1,6x14,613.375,2617.34964705882,invasive cancer,5.907x13.992
6x15,6,15,5.904,15.021,1426.3,4064.03,1,6x15,613.0,2489.14835294118,invasive cancer,5.904x15.021
6x16,6,16,5.907,16.028,1427.17,4355.91,1,6x16,613.375,2363.688,invasive cancer,5.907x16.028
6x17,6,17,5.922,17.015,1431.53,4641.99,1,6x17,615.25,2240.71941176471,invasive cancer,5.922x17.015
6x18,6,18,5.888,17.989,1421.64,4924.31,1,6x18,611.0,2119.37047058824,invasive cancer,5.888x17.989
6x19,6,19,5.889,19.016,1421.94,5221.99,1,6x19,611.125,1991.41835294118,invasive cancer,5.889x19.016
6x2,6,2,5.886,2.002,1421.06,290.43,1,6x2,610.75,4111.16258823529,invasive cancer,5.886x2.002
6x20,6,20,5.907,20.024,1427.17,5514.16,1,6x20,613.375,1865.83341176471,invasive cancer,5.907x20.024
6x21,6,21,5.897,21.039,1424.26,5808.36,1,6x21,612.125,1739.37635294118,invasive cancer,5.897x21.039
6x22,6,22,5.917,22.029,1430.08,6095.32,1,6x22,614.625,1616.034,undetermined,5.917x22.029
6x23,6,23,5.91,23.026,1428.04,6384.3,1,6x23,613.75,1491.81952941176,immune infiltrate,5.91x23.026
6x24,6,24,5.908,24.078,1427.46,6689.23,1,6x24,613.5,1360.75270588235,connective tissue,5.908x24.078
6x25,6,25,5.912,25.047,1428.62,6970.09,1,6x25,614.0,1240.02670588235,connective tissue,5.912x25.047
6x27,6,27,5.91,27.054,1428.04,7551.83,1,6x27,613.75,989.978117647059,invasive cancer,5.91x27.054
6x28,6,28,5.922,28.062,1431.53,7844.0,1,6x28,615.25,864.393176470589,invasive cancer,5.922x28.062
6x29,6,29,5.928,29.08,1433.28,8139.07,1,6x29,616.0,737.562352941177,invasive cancer,5.928x29.08
6x3,6,3,5.899,3.046,1424.84,593.04,1,6x3,612.375,3981.09247058824,invasive cancer,5.899x3.046
6x30,6,30,5.914,30.091,1429.21,8432.11,1,6x30,614.25,611.603647058823,invasive cancer,5.914x30.091
6x31,6,31,5.927,31.112,1432.99,8728.05,1,6x31,615.875,484.39905882353,invasive cancer,5.927x31.112
6x4,6,4,5.988,4.053,1450.73,884.92,1,6x4,623.5,3855.63211764706,connective tissue,5.988x4.053
6x5,6,5,5.891,5.051,1422.52,1174.19,1,6x5,611.375,3731.29305882353,connective tissue,5.891x5.051
6x6,6,6,5.915,6.084,1429.5,1473.61,1,6x6,614.375,3602.59341176471,invasive cancer,5.915x6.084
6x7,6,7,5.902,7.037,1425.72,1749.84,1,6x7,612.75,3483.86082352941,invasive cancer,5.902x7.037
6x8,6,8,5.892,7.997,1422.81,2028.1,1,6x8,611.5,3364.25611764706,invasive cancer,5.892x7.997
6x9,6,9,5.88,9.039,1419.32,2330.13,1,6x9,610.0,3234.43517647059,invasive cancer,5.88x9.039
7x10,7,10,6.928,9.991,1724.12,2606.07,1,7x10,741.0,3115.82717647059,connective tissue,6.928x9.991
7x11,7,11,6.927,10.999,1723.83,2898.24,1,7x11,740.875,2990.24223529412,invasive cancer,6.927x10.999
7x12,7,12,6.93,11.991,1724.7,3185.77,1,7x12,741.25,2866.65070588235,invasive cancer,6.93x11.991
7x13,7,13,6.932,12.993,1725.29,3476.21,1,7x13,741.5,2741.81329411765,invasive cancer,6.932x12.993
7x14,7,14,6.933,13.982,1725.58,3762.87,1,7x14,741.625,2618.59552941176,invasive cancer,6.933x13.982
7x15,7,15,6.923,14.994,1722.67,4056.2,1,7x15,740.375,2492.51223529412,invasive cancer,6.923x14.994
7x16,7,16,6.956,15.995,1732.27,4346.34,1,7x16,744.5,2367.79941176471,invasive cancer,6.956x15.995
7x17,7,17,6.965,17.001,1734.88,4637.94,1,7x17,745.625,2242.46364705882,invasive cancer,6.965x17.001
7x18,7,18,6.93,18.022,1724.7,4933.88,1,7x18,741.25,2115.25905882353,invasive cancer,6.93x18.022
7x19,7,19,6.955,19.01,1731.97,5220.25,1,7x19,744.375,1992.16588235294,invasive cancer,6.955x19.01
7x2,7,2,6.917,2.025,1720.92,297.1,1,7x2,739.625,4108.29705882353,invasive cancer,6.917x2.025
7x20,7,20,6.937,20.019,1726.74,5512.71,1,7x20,742.125,1866.45635294118,invasive cancer,6.937x20.019
7x21,7,21,6.944,21.058,1728.78,5813.87,1,7x21,743.0,1737.00917647059,invasive cancer,6.944x21.058
7x22,7,22,6.927,22.041,1723.83,6098.8,1,7x22,740.875,1614.53894117647,invasive cancer,6.927x22.041
7x23,7,23,6.944,23.025,1728.78,6384.01,1,7x23,743.0,1491.94411764706,immune infiltrate,6.944x23.025
7x24,7,24,6.96,24.059,1733.43,6683.72,1,7x24,745.0,1363.11988235294,immune infiltrate,6.96x24.059
7x25,7,25,6.959,25.052,1733.14,6971.54,1,7x25,744.875,1239.40376470588,undetermined,6.959x25.052
7x26,7,26,6.959,26.065,1733.14,7265.16,1,7x26,744.875,1113.19588235294,immune infiltrate,6.959x26.065
7x27,7,27,6.962,27.066,1734.01,7555.31,1,7x27,745.25,988.48305882353,invasive cancer,6.962x27.066
7x28,7,28,6.955,28.071,1731.97,7846.61,1,7x28,744.375,863.271882352941,invasive cancer,6.955x28.071
7x29,7,29,6.951,29.104,1730.81,8146.03,1,7x29,743.875,734.572235294118,invasive cancer,6.951x29.104
7x3,7,3,6.936,3.065,1726.45,598.55,1,7x3,742.0,3978.72529411765,invasive cancer,6.936x3.065
7x30,7,30,6.973,30.117,1737.21,8439.65,1,7x30,746.625,608.364352941176,invasive cancer,6.973x30.117
7x31,7,31,6.977,31.119,1738.37,8730.08,1,7x31,747.125,483.526941176471,invasive cancer,6.977x31.119
7x32,7,32,6.955,32.094,1731.97,9012.69,1,7x32,744.375,362.053411764706,invasive cancer,6.955x32.094
7x4,7,4,6.93,4.069,1724.7,889.56,1,7x4,741.25,3853.63870588235,connective tissue,6.93x4.069
7x5,7,5,6.948,5.047,1729.94,1173.03,1,7x5,743.5,3731.79141176471,invasive cancer,6.948x5.047
7x6,7,6,6.957,6.062,1732.56,1467.24,1,7x6,744.625,3605.33435294118,invasive cancer,6.957x6.062
7x7,7,7,6.936,7.041,1726.45,1751.0,1,7x7,742.0,3483.36247058824,undetermined,6.936x7.041
7x8,7,8,6.952,8.009,1731.1,2031.58,1,7x8,744.0,3362.76105882353,invasive cancer,6.952x8.009
7x9,7,9,6.929,9.02,1724.41,2324.62,1,7x9,741.125,3236.80235294118,connective tissue,6.929x9.02
8x10,8,10,7.944,9.999,2019.62,2608.39,1,8x10,868.0,3114.83047058824,undetermined,7.944x9.999
8x11,8,11,7.926,11.0,2014.38,2898.53,1,8x11,865.75,2990.11764705882,invasive cancer,7.926x11.0
8x12,8,12,7.92,11.988,2012.64,3184.9,1,8x12,865.0,2867.02447058824,invasive cancer,7.92x11.988
8x13,8,13,7.929,12.948,2015.26,3463.16,1,8x13,866.125,2747.41976470588,invasive cancer,7.929x12.948
8x14,8,14,7.913,13.975,2010.6,3760.84,1,8x14,864.125,2619.46764705882,invasive cancer,7.913x13.975
8x15,8,15,7.946,14.973,2020.2,4050.12,1,8x15,868.25,2495.12858823529,invasive cancer,7.946x14.973
8x16,8,16,7.924,15.992,2013.8,4345.48,1,8x16,865.5,2368.17317647059,invasive cancer,7.924x15.992
8x17,8,17,7.94,16.999,2018.46,4637.36,1,8x17,867.5,2242.71282352941,invasive cancer,7.94x16.999
8x18,8,18,7.909,17.992,2009.44,4925.18,1,8x18,863.625,2118.99670588235,invasive cancer,7.909x17.992
8x19,8,19,7.939,19.002,2018.16,5217.93,1,8x19,867.375,1993.16258823529,invasive cancer,7.939x19.002
8x2,8,2,7.971,2.011,2027.47,293.04,1,8x2,871.375,4110.04129411765,invasive cancer,7.971x2.011
8x20,8,20,7.938,20.008,2017.87,5509.52,1,8x20,867.25,1867.82682352941,invasive cancer,7.938x20.008
8x21,8,21,7.95,21.022,2021.36,5803.44,1,8x21,868.75,1741.49435294118,invasive cancer,7.95x21.022
8x22,8,22,7.931,22.026,2015.84,6094.45,1,8x22,866.375,1616.40776470588,invasive cancer,7.931x22.026
8x23,8,23,7.947,23.012,2020.49,6380.24,1,8x23,868.375,1493.56376470588,immune infiltrate,7.947x23.012
8x24,8,24,7.943,24.032,2019.33,6675.89,1,8x24,867.875,1366.48376470588,immune infiltrate,7.943x24.032
8x25,8,25,7.956,25.052,2023.11,6971.54,1,8x25,869.5,1239.40376470588,immune infiltrate,7.956x25.052
8x26,8,26,7.941,26.035,2018.75,7256.47,1,8x26,867.625,1116.93352941176,immune infiltrate,7.941x26.035
8x27,8,27,7.953,27.056,2022.24,7552.41,1,8x27,869.125,989.72894117647,immune infiltrate,7.953x27.056
8x28,8,28,7.95,28.056,2021.36,7842.26,1,8x28,868.75,865.140705882353,invasive cancer,7.95x28.056
8x29,8,29,7.998,29.098,2035.32,8144.29,1,8x29,874.75,735.319764705882,invasive cancer,7.998x29.098
8x3,8,3,7.93,3.041,2015.55,591.59,1,8x3,866.25,3981.71541176471,invasive cancer,7.93x3.041
8x30,8,30,7.954,30.083,2022.53,8429.79,1,8x30,869.25,612.600352941177,invasive cancer,7.954x30.083
8x31,8,31,7.931,31.121,2015.84,8730.66,1,8x31,866.375,483.277764705882,invasive cancer,7.931x31.121
8x32,8,32,7.978,32.102,2029.51,9015.01,1,8x32,872.25,361.056705882354,invasive cancer,7.978x32.102
8x33,8,33,7.968,33.094,2026.6,9302.54,1,8x33,871.0,237.465176470588,undetermined,7.968x33.094
8x4,8,4,7.933,4.059,2016.42,886.66,1,8x4,866.625,3854.88458823529,invasive cancer,7.933x4.059
8x5,8,5,7.921,5.058,2012.93,1176.22,1,8x5,865.125,3730.42094117647,invasive cancer,7.921x5.058
8x6,8,6,7.923,6.055,2013.51,1465.21,1,8x6,865.375,3606.20647058824,connective tissue,7.923x6.055
8x7,8,7,7.95,7.016,2021.36,1743.76,1,8x7,868.75,3486.47717647059,undetermined,7.95x7.016
8x8,8,8,7.946,8.012,2020.2,2032.45,1,8x8,868.25,3362.38729411765,invasive cancer,7.946x8.012
8x9,8,9,7.937,8.984,2017.58,2314.19,1,8x9,867.125,3241.28752941176,connective tissue,7.937x8.984
9x10,9,10,9.034,9.982,2336.64,2603.46,1,9x10,1004.25,3116.94847058824,invasive cancer,9.034x9.982
9x11,9,11,9.022,10.961,2333.15,2887.23,1,9x11,1002.75,2994.97658823529,invasive cancer,9.022x10.961
9x12,9,12,9.022,11.95,2333.15,3173.89,1,9x12,1002.75,2871.75882352941,invasive cancer,9.022x11.95
9x13,9,13,9.018,12.956,2331.99,3465.48,1,9x13,1002.25,2746.42305882353,undetermined,9.018x12.956
9x14,9,14,9.038,13.969,2337.8,3759.1,1,9x14,1004.75,2620.21517647059,invasive cancer,9.038x13.969
9x15,9,15,9.033,14.986,2336.35,4053.88,1,9x15,1004.125,2493.50894117647,invasive cancer,9.033x14.986
9x16,9,16,9.039,15.99,2338.09,4344.9,1,9x16,1004.875,2368.42235294118,invasive cancer,9.039x15.99
9x17,9,17,9.055,16.992,2342.75,4635.33,1,9x17,1006.875,2243.58494117647,invasive cancer,9.055x16.992
9x18,9,18,9.043,17.983,2339.26,4922.57,1,9x18,1005.375,2120.118,invasive cancer,9.043x17.983
9x19,9,19,9.02,18.993,2332.57,5215.32,1,9x19,1002.5,1994.28388235294,invasive cancer,9.02x18.993
9x2,9,2,9.025,2.002,2334.02,290.43,1,9x2,1003.125,4111.16258823529,invasive cancer,9.025x2.002
9x20,9,20,9.032,20.032,2336.06,5516.48,1,9x20,1004.0,1864.83670588235,invasive cancer,9.032x20.032
9x21,9,21,9.038,20.995,2337.8,5795.61,1,9x21,1004.75,1744.85823529412,invasive cancer,9.038x20.995
9x22,9,22,9.039,22.035,2338.09,6097.06,1,9x22,1004.875,1615.28647058824,invasive cancer,9.039x22.035
9x23,9,23,9.028,23.032,2334.89,6386.04,1,9x23,1003.5,1491.072,immune infiltrate,9.028x23.032
9x24,9,24,9.036,24.028,2337.22,6674.73,1,9x24,1004.5,1366.98211764706,immune infiltrate,9.036x24.028
9x25,9,25,9.053,25.044,2342.16,6969.22,1,9x25,1006.625,1240.40047058824,immune infiltrate,9.053x25.044
9x26,9,26,9.047,26.049,2340.42,7260.53,1,9x26,1005.875,1115.18929411765,immune infiltrate,9.047x26.049
9x27,9,27,9.019,27.056,2332.28,7552.41,1,9x27,1002.375,989.72894117647,connective tissue,9.019x27.056
9x28,9,28,9.041,28.043,2338.67,7838.49,1,9x28,1005.125,866.760352941176,connective tissue,9.041x28.043
9x29,9,29,9.002,29.106,2327.33,8146.61,1,9x29,1000.25,734.323058823529,connective tissue,9.002x29.106
9x3,9,3,9.028,3.01,2334.89,582.6,1,9x3,1003.5,3985.57764705882,invasive cancer,9.028x3.01
9x30,9,30,9.05,30.058,2341.29,8422.55,1,9x30,1006.25,615.715058823529,undetermined,9.05x30.058
9x31,9,31,9.06,31.072,2344.2,8716.46,1,9x31,1007.5,489.382588235294,connective tissue,9.06x31.072
9x32,9,32,9.039,32.103,2338.09,9015.3,1,9x32,1004.875,360.932117647058,immune infiltrate,9.039x32.103
9x33,9,33,9.057,33.108,2343.33,9306.6,1,9x33,1007.125,235.720941176471,immune infiltrate,9.057x33.108
9x4,9,4,9.027,4.042,2334.6,881.73,1,9x4,1003.375,3857.00258823529,invasive cancer,9.027x4.042
9x5,9,5,9.017,5.048,2331.69,1173.32,1,9x5,1002.125,3731.66682352941,invasive cancer,9.017x5.048
9x6,9,6,9.027,6.088,2334.6,1474.77,1,9x6,1003.375,3602.09505882353,invasive cancer,9.027x6.088
9x7,9,7,9.023,7.021,2333.44,1745.2,1,9x7,1002.875,3485.85423529412,invasive cancer,9.023x7.021
9x8,9,8,9.048,8.009,2340.71,2031.58,1,9x8,1006.0,3362.76105882353,invasive cancer,9.048x8.009
9x9,9,9,9.025,8.94,2334.02,2301.43,1,9x9,1003.125,3246.76941176471,invasive cancer,9.025x8.94
